file_id	md5	size	urls	sample_id
1670203039de370df9a35a043733920e	1bac5fe2516119a9b8510a1813d2345d	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS011310_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256021aa16
1670203039de370df9a35a043736c4bc	68d557f9b092e5504c1feb977975c544	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015154.tar.bz2	faab18e1a137731cffda88256031e093
1670203039de370df9a35a043745dc59	fb5b7774740b5ce62aa0341087a5ef6a	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS055118_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256097fb2a
1670203039de370df9a35a043748756a	fc78285130e91b48b55b1ece1c5214e1	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS065431_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560b5e383
1670203039de370df9a35a04373b7140	92fa9cc8a9a11c57484c93a5f1583b7e	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS017537_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256047404a
1670203039de370df9a35a04373e7ba1	1ae7df81b9c220563bd6814fad0fe9de	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS019329_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256055d243
1670203039de370df9a35a0437467b2c	d812b65af10d696b41a50637b33ab12c	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS050007_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560995699
1670203039de370df9a35a043748ca5c	85d13bf423b68f098934e2d13ba1c93b	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS075406_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560bf5621
1670203039de370df9a35a043746d47e	5082dfc4aa55e75ce9f0011cbb4389df	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS050029_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825609a38f1
1670203039de370df9a35a04373c974a	07ad07ba887d1636a2f778cd32a34481	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS018661_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560501ba8
1670203039de370df9a35a043741ecc0	bb8e2da0a4a16e3a1dd6782485258d74	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS023354.tar.bz2	faab18e1a137731cffda8825607a0a8a
1670203039de370df9a35a0437374046	c8eee2396db90be600aff1f195d8f694	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015374_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560341221
1670203039de370df9a35a043744c666	54575edbd6c8affa6a96a054966e7f6b	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS045978_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825608ed826
