file_id	md5	size	urls	sample_id
1670203039de370df9a35a0437343f77	dc4fb39edf0d5a5f85965bb1122d6425	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS013506_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256025fcb5
1670203039de370df9a35a04374335e8	f1d4259b6fe1064c5395995356e99888	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS024347_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560830c3a
1670203039de370df9a35a04373eb654	05c4f7011d43c3804c59c2a6b598f072	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS019391_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256056665b
1670203039de370df9a35a04374450dc	26d7b69ce56fea9caf42260ca6eba419	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS054569_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256088b495
1670203039de370df9a35a04374278e6	e83e475a6be2a7f81e336b4da3d15bef	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS023930_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825607ea2ff
1670203039de370df9a35a04373db5b9	5aa7dc22daf8c7a015c5e9bd9f963577	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS019073_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560541631
1670203039de370df9a35a04373d31da	cbb5f160b7e4de833d338e51d4b019f6	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS019024_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256053b06a
1670203039de370df9a35a043733e891	90ef413fbb5e72453fec4f40f6cdd594	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS013239_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560230bed
1670203039de370df9a35a043738a345	490ff8bbe45c4e9beffae9393d494dbc	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015985_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560391733
1670203039de370df9a35a04373ffce4	fc5b6d4fee67b366aee0a7cfc7efe7d8	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS045254.tar.bz2	faab18e1a137731cffda8825605d7acf
1670203039de370df9a35a04373bdaec	79d56841b71536e3b6a0df5861eff865	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS018149_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825604bb4fb
1670203039de370df9a35a0437373516	c7d320f6901d2771a3bb80c772a33786	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015274_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560331523
1670203039de370df9a35a0437378190	d0bf215eb3c66f3123a6f23188553e14	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS015436_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560347a4f
1670203039de370df9a35a0437396d5e	14cbe5c95579f243443a4cae62d1334a	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS016297_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825603c0dde
1670203039de370df9a35a04373c2dd0	c698257f9be5084c09e32d3a631b300b	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS018359_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825604d8ca2
