file_id	md5	size	urls	sample_id
1670203039de370df9a35a043741ae09	16df03b762adf028f2629c3d07e73d5d	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS022713_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256074d4c8
1670203039de370df9a35a04373415df	910371cdc52061ab34c648f50ea04a61	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS011405_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560236d6a
1670203039de370df9a35a04373a417e	093cf4f9d0f4e43fdbed8e70acb11a44	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS011586_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560408347
1670203039de370df9a35a04373541fd	bf6971f7c8aabccf97dc523bcc1bf953	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS014459_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825602bb2c4
1670203039de370df9a35a04373b5867	23d3d2448e424a0bab7bbd84c95955b3	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS017521_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560470e96
1670203039de370df9a35a043746e22d	986ca0ad464597adec91fcd747eae167	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS054590_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825609a5f46
1670203039de370df9a35a04373b1f13	fa0b6e1cfe32acbdae31c07da7e19599	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS017433_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560464cc1
1670203039de370df9a35a04374949ad	e260224ea77b71c733d6300ce287be59	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS064276_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560c78425
1670203039de370df9a35a043741628d	5afd4a10fe09fa6fb7c324eecbead75d	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS022524_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825607332e5
1670203039de370df9a35a0437435b7e	b4dbbe21312a9f084e05f60203ae0d9b	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS024388_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560836e0b
