file_id	md5	size	urls	sample_id
1670203039de370df9a35a0437344e17	aa09910d4dc049710d3a26df263ac1ae	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS013533_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825602651a7
c3da055b4f1c6b91a79d82ec2ea54111	4ec6c1f1949520f323cf2dd1949a265f	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS013533.genels.txt.bz2	faab18e1a137731cffda8825602651a7
1670203039de370df9a35a043735691d	e02be4109b8f5ee366fce92b382d6f34	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS014473_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825602bf201
c3da055b4f1c6b91a79d82ec2ea685a1	16b5eddcf2e4e69c3328c0a519e6d3a7	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS014473.genels.txt.bz2	faab18e1a137731cffda8825602bf201
c3da055b4f1c6b91a79d82ec2ea40a08	21e15c93d5da6141e909960bbeb4eeda	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS011098.genels.txt.bz2	faab18e1a137731cffda8825601fd761
1670203039de370df9a35a043732e955	10deec6c834e141641d89fbb0a0ba6fe	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS011098_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda8825601fd761
1670203039de370df9a35a04373ee4ca	9aca81a108dc8675a9091885b8b6d929	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS019591_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda88256057bfa8
c3da055b4f1c6b91a79d82ec2eaf9e8d	d9efb2d6b0a81be94c5b69070b097103	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS019591.genels.txt.bz2	faab18e1a137731cffda88256057bfa8
c3da055b4f1c6b91a79d82ec2ebb501a	af5ae4d7652e38ca56b4ceed580d3492	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS063603.genels.txt.bz2	faab18e1a137731cffda882560cbf1e0
1670203039de370df9a35a043749c0e1	3f3d9ba20a03e151d132938154d4f861	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS063603_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560cbf1e0
1670203039de370df9a35a043748ce74	b61587a2d18fd70a8e777047fd9ebc52	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS075410_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560bf61ea
c3da055b4f1c6b91a79d82ec2eba5b08	209448a39e69084854c29ed842a0ccc8	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS075410.genels.txt.bz2	faab18e1a137731cffda882560bf61ea
c3da055b4f1c6b91a79d82ec2eb4354c	45c56b970c339755cee731b46e7ee4cc	4442260	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmgoi/v1/GeneAbundances/SRS024289.genels.txt.bz2	faab18e1a137731cffda882560822521
1670203039de370df9a35a0437431f24	0a67b5d378b40034f0d90183ea19e358	7665	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/wgs/analysis/hmmrc/v1/SRS024289_vs_KEGG_v54.tar.bz2	faab18e1a137731cffda882560822521
